AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
ap-northeast-2a,z1d.6xlarge,Red Hat Enterprise Linux,0.94,2019-12-31
ap-northeast-2c,z1d.6xlarge,SUSE Linux,0.91,2019-12-31
ap-northeast-2a,z1d.6xlarge,SUSE Linux,0.91,2019-12-31
ap-northeast-2c,z1d.6xlarge,Linux/UNIX,0.81,2019-12-31
ap-northeast-2a,z1d.6xlarge,Linux/UNIX,0.81,2019-12-31
ap-northeast-2c,r4.large,Windows,0.1234,2019-12-31
ap-northeast-2a,r4.large,Windows,0.1234,2019-12-31
ap-northeast-2c,r4.large,Red Hat Enterprise Linux,0.0914,2019-12-31
ap-northeast-2a,r4.large,Red Hat Enterprise Linux,0.0914,2019-12-31
ap-northeast-2c,r4.large,SUSE Linux,0.1314,2019-12-31
ap-northeast-2a,r4.large,SUSE Linux,0.1314,2019-12-31
ap-northeast-2c,r4.large,Linux/UNIX,0.0314,2019-12-31
ap-northeast-2a,r4.large,Linux/UNIX,0.0314,2019-12-31
ap-northeast-2c,r3.2xlarge,Windows,0.4876,2019-12-31
ap-northeast-2a,r3.2xlarge,Windows,0.4876,2019-12-31
ap-northeast-2c,t3a.nano,Red Hat Enterprise Linux,0.0618,2019-12-31
ap-northeast-2a,t3a.nano,Red Hat Enterprise Linux,0.0618,2019-12-31
ap-northeast-2c,t3a.nano,SUSE Linux,0.1018,2019-12-31
ap-northeast-2a,t3a.nano,SUSE Linux,0.1018,2019-12-31
ap-northeast-2c,t3a.nano,Linux/UNIX,0.0018,2019-12-31
ap-northeast-2a,t3a.nano,Linux/UNIX,0.0018,2019-12-31
ap-northeast-2c,t3a.nano,Windows,0.0064,2019-12-31
ap-northeast-2a,t3a.nano,Windows,0.0064,2019-12-31
ap-northeast-2c,c5.4xlarge,Red Hat Enterprise Linux,0.3697,2019-12-31
ap-northeast-2b,c5.4xlarge,Red Hat Enterprise Linux,0.3697,2019-12-31
ap-northeast-2c,c5.4xlarge,SUSE Linux,0.3397,2019-12-31
ap-northeast-2b,c5.4xlarge,SUSE Linux,0.3397,2019-12-31
ap-northeast-2c,c5.4xlarge,Linux/UNIX,0.2397,2019-12-31
ap-northeast-2b,c5.4xlarge,Linux/UNIX,0.2397,2019-12-31
ap-northeast-2c,r5a.24xlarge,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2a,r5a.24xlarge,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2c,r5a.24xlarge,SUSE Linux,1.6822,2019-12-31
ap-northeast-2a,r5a.24xlarge,SUSE Linux,1.6822,2019-12-31
ap-northeast-2c,r5a.24xlarge,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2a,r5a.24xlarge,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2c,m5ad.12xlarge,Windows,2.9632,2019-12-31
ap-northeast-2a,m5ad.12xlarge,Windows,2.9632,2019-12-31
ap-northeast-2c,r3.2xlarge,Red Hat Enterprise Linux,0.2496,2019-12-31
ap-northeast-2a,r3.2xlarge,Red Hat Enterprise Linux,0.2496,2019-12-31
ap-northeast-2c,r3.2xlarge,SUSE Linux,0.2196,2019-12-31
ap-northeast-2a,r3.2xlarge,SUSE Linux,0.2196,2019-12-31
ap-northeast-2c,r3.2xlarge,Linux/UNIX,0.1196,2019-12-31
ap-northeast-2a,r3.2xlarge,Linux/UNIX,0.1196,2019-12-31
ap-northeast-2c,i3.8xlarge,Windows,2.3504,2019-12-31
ap-northeast-2b,i3.8xlarge,Windows,2.3504,2019-12-31
ap-northeast-2a,i3.8xlarge,Windows,2.3504,2019-12-31
ap-northeast-2c,r5a.24xlarge,Windows,5.9982,2019-12-31
ap-northeast-2a,r5a.24xlarge,Windows,5.9982,2019-12-31
ap-northeast-2c,t3.small,Windows,0.0334,2019-12-31
ap-northeast-2b,t3.small,Windows,0.034,2019-12-31
ap-northeast-2a,t3.small,Windows,0.0346,2019-12-31
ap-northeast-2c,t3.small,Red Hat Enterprise Linux,0.0751,2019-12-31
ap-northeast-2b,t3.small,Red Hat Enterprise Linux,0.0757,2019-12-31
ap-northeast-2a,t3.small,Red Hat Enterprise Linux,0.0757,2019-12-31
ap-northeast-2c,t3.small,SUSE Linux,0.1151,2019-12-31
ap-northeast-2b,t3.small,SUSE Linux,0.1157,2019-12-31
ap-northeast-2a,t3.small,SUSE Linux,0.1157,2019-12-31
ap-northeast-2c,t3.small,Linux/UNIX,0.0151,2019-12-31
ap-northeast-2b,t3.small,Linux/UNIX,0.0157,2019-12-31
ap-northeast-2a,t3.small,Linux/UNIX,0.0157,2019-12-31
ap-northeast-2c,t3.medium,Windows,0.0493,2019-12-31
ap-northeast-2b,t3.small,Windows,0.034,2019-12-31
ap-northeast-2a,t3.small,Red Hat Enterprise Linux,0.0757,2019-12-31
ap-northeast-2a,t3.small,SUSE Linux,0.1157,2019-12-31
ap-northeast-2a,t3.small,Linux/UNIX,0.0157,2019-12-31
ap-northeast-2a,i3en.metal,Red Hat Enterprise Linux,6.2536,2019-12-31
ap-northeast-2a,i3en.metal,SUSE Linux,6.2236,2019-12-31
ap-northeast-2a,i3en.metal,Linux/UNIX,6.1236,2019-12-31
ap-northeast-2c,r4.16xlarge,Red Hat Enterprise Linux,1.147,2019-12-31
ap-northeast-2c,r4.16xlarge,SUSE Linux,1.117,2019-12-31
ap-northeast-2c,r4.16xlarge,Linux/UNIX,1.017,2019-12-31
ap-northeast-2c,t3.medium,Red Hat Enterprise Linux,0.0919,2019-12-31
ap-northeast-2c,t3.medium,SUSE Linux,0.1319,2019-12-31
ap-northeast-2c,t3.medium,Linux/UNIX,0.0319,2019-12-31
ap-northeast-2c,r5ad.4xlarge,Red Hat Enterprise Linux,1.3569,2019-12-31
ap-northeast-2c,r5ad.4xlarge,SUSE Linux,1.3269,2019-12-31
ap-northeast-2c,r5ad.4xlarge,Linux/UNIX,1.2269,2019-12-31
ap-northeast-2a,t3.micro,Windows,0.0168,2019-12-31
ap-northeast-2c,t3.xlarge,Red Hat Enterprise Linux,0.185,2019-12-31
ap-northeast-2c,t3.xlarge,SUSE Linux,0.225,2019-12-31
ap-northeast-2c,t3.xlarge,Linux/UNIX,0.125,2019-12-31
ap-northeast-2a,t3.xlarge,Windows,0.1986,2019-12-31
ap-northeast-2b,t3.nano,Red Hat Enterprise Linux,0.064,2019-12-31
ap-northeast-2b,t3.nano,SUSE Linux,0.104,2019-12-31
ap-northeast-2b,t3.nano,Linux/UNIX,0.004,2019-12-31
ap-northeast-2b,t3.xlarge,Red Hat Enterprise Linux,0.1827,2019-12-31
ap-northeast-2b,t3.xlarge,SUSE Linux,0.2227,2019-12-31
ap-northeast-2b,t3.xlarge,Linux/UNIX,0.1227,2019-12-31
ap-northeast-2a,t3.large,Windows,0.0877,2019-12-31
ap-northeast-2c,r5d.xlarge,Windows,0.2499,2019-12-31
ap-northeast-2b,r5d.xlarge,Windows,0.2499,2019-12-31
ap-northeast-2a,r5d.xlarge,Windows,0.2499,2019-12-31
ap-northeast-2c,r5d.xlarge,Red Hat Enterprise Linux,0.1259,2019-12-31
ap-northeast-2b,r5d.xlarge,Red Hat Enterprise Linux,0.1259,2019-12-31
ap-northeast-2a,r5d.xlarge,Red Hat Enterprise Linux,0.1259,2019-12-31
ap-northeast-2c,r5d.xlarge,SUSE Linux,0.1659,2019-12-31
ap-northeast-2b,r5d.xlarge,SUSE Linux,0.1659,2019-12-31
ap-northeast-2a,r5d.xlarge,SUSE Linux,0.1659,2019-12-31
ap-northeast-2c,r5d.xlarge,Linux/UNIX,0.0659,2019-12-31
ap-northeast-2b,r5d.xlarge,Linux/UNIX,0.0659,2019-12-31
ap-northeast-2a,r5d.xlarge,Linux/UNIX,0.0659,2019-12-31
ap-northeast-2c,g3.16xlarge,Red Hat Enterprise Linux,5.81,2019-12-31
ap-northeast-2a,g3.16xlarge,Red Hat Enterprise Linux,1.8688,2019-12-31
ap-northeast-2c,g3.16xlarge,SUSE Linux,5.78,2019-12-31
ap-northeast-2a,g3.16xlarge,SUSE Linux,1.8388,2019-12-31
ap-northeast-2c,g3.16xlarge,Linux/UNIX,5.68,2019-12-31
ap-northeast-2a,g3.16xlarge,Linux/UNIX,1.7388,2019-12-31
ap-northeast-2c,g3.16xlarge,Windows,8.624,2019-12-31
ap-northeast-2a,g3.16xlarge,Windows,4.648,2019-12-31
ap-northeast-2c,m5ad.large,Windows,0.1235,2019-12-31
ap-northeast-2a,m5ad.large,Windows,0.1235,2019-12-31
ap-northeast-2c,m5ad.large,Red Hat Enterprise Linux,0.0915,2019-12-31
ap-northeast-2a,m5ad.large,Red Hat Enterprise Linux,0.0915,2019-12-31
ap-northeast-2c,m5ad.large,SUSE Linux,0.1315,2019-12-31
ap-northeast-2a,m5ad.large,SUSE Linux,0.1315,2019-12-31
ap-northeast-2c,m5ad.large,Linux/UNIX,0.0315,2019-12-31
ap-northeast-2a,m5ad.large,Linux/UNIX,0.0315,2019-12-31
ap-northeast-2c,p3.16xlarge,Windows,13.1056,2019-12-31
ap-northeast-2a,p3.16xlarge,Windows,13.1056,2019-12-31
ap-northeast-2c,p3.16xlarge,Red Hat Enterprise Linux,10.2916,2019-12-31
ap-northeast-2a,p3.16xlarge,Red Hat Enterprise Linux,10.2916,2019-12-31
ap-northeast-2c,p3.16xlarge,SUSE Linux,10.2616,2019-12-31
ap-northeast-2a,p3.16xlarge,SUSE Linux,10.2616,2019-12-31
ap-northeast-2c,p3.16xlarge,Linux/UNIX,10.1616,2019-12-31
ap-northeast-2a,p3.16xlarge,Linux/UNIX,10.1616,2019-12-31
ap-northeast-2c,r5d.8xlarge,Red Hat Enterprise Linux,0.6574,2019-12-31
ap-northeast-2b,r5d.8xlarge,Red Hat Enterprise Linux,0.6574,2019-12-31
ap-northeast-2a,r5d.8xlarge,Red Hat Enterprise Linux,0.6574,2019-12-31
ap-northeast-2c,r5d.8xlarge,SUSE Linux,0.6274,2019-12-31
ap-northeast-2b,r5d.8xlarge,SUSE Linux,0.6274,2019-12-31
ap-northeast-2a,r5d.8xlarge,SUSE Linux,0.6274,2019-12-31
ap-northeast-2c,r5d.8xlarge,Linux/UNIX,0.5274,2019-12-31
ap-northeast-2b,r5d.8xlarge,Linux/UNIX,0.5274,2019-12-31
ap-northeast-2a,r5d.8xlarge,Linux/UNIX,0.5274,2019-12-31
ap-northeast-2c,r5d.8xlarge,Windows,1.9994,2019-12-31
ap-northeast-2b,r5d.8xlarge,Windows,1.9994,2019-12-31
ap-northeast-2a,r5d.8xlarge,Windows,1.9994,2019-12-31
ap-northeast-2c,m4.xlarge,Windows,0.2439,2019-12-31
ap-northeast-2a,m4.xlarge,Windows,0.2439,2019-12-31
ap-northeast-2b,c5.12xlarge,Red Hat Enterprise Linux,0.8492,2019-12-31
ap-northeast-2a,c5.12xlarge,Red Hat Enterprise Linux,0.8492,2019-12-31
ap-northeast-2b,c5.12xlarge,SUSE Linux,0.8192,2019-12-31
ap-northeast-2a,c5.12xlarge,SUSE Linux,0.8192,2019-12-31
ap-northeast-2b,c5.12xlarge,Linux/UNIX,0.7192,2019-12-31
ap-northeast-2a,c5.12xlarge,Linux/UNIX,0.7192,2019-12-31
ap-northeast-2b,c5.12xlarge,Windows,2.9272,2019-12-31
ap-northeast-2a,c5.12xlarge,Windows,2.9272,2019-12-31
ap-northeast-2c,m5.xlarge,Windows,0.2469,2019-12-31
ap-northeast-2b,m5.xlarge,Windows,0.2469,2019-12-31
ap-northeast-2a,m5.xlarge,Windows,0.2469,2019-12-31
ap-northeast-2c,g3.16xlarge,Red Hat Enterprise Linux,5.81,2019-12-31
ap-northeast-2c,g3.16xlarge,SUSE Linux,5.78,2019-12-31
ap-northeast-2c,g3.16xlarge,Linux/UNIX,5.68,2019-12-31
ap-northeast-2c,g3.16xlarge,Windows,8.624,2019-12-31
ap-northeast-2c,p3.16xlarge,Red Hat Enterprise Linux,10.2916,2019-12-31
ap-northeast-2a,p3.16xlarge,Red Hat Enterprise Linux,10.2916,2019-12-31
ap-northeast-2c,p3.16xlarge,SUSE Linux,10.2616,2019-12-31
ap-northeast-2a,p3.16xlarge,SUSE Linux,10.2616,2019-12-31
ap-northeast-2c,p3.16xlarge,Linux/UNIX,10.1616,2019-12-31
ap-northeast-2a,p3.16xlarge,Linux/UNIX,10.1616,2019-12-31
ap-northeast-2c,p3.16xlarge,Windows,13.1056,2019-12-31
ap-northeast-2a,p3.16xlarge,Windows,13.1056,2019-12-31
ap-northeast-2c,m5.xlarge,Red Hat Enterprise Linux,0.1229,2019-12-31
ap-northeast-2b,m5.xlarge,Red Hat Enterprise Linux,0.1229,2019-12-31
ap-northeast-2c,m5.xlarge,SUSE Linux,0.1629,2019-12-31
ap-northeast-2b,m5.xlarge,SUSE Linux,0.1629,2019-12-31
ap-northeast-2c,m5.xlarge,Linux/UNIX,0.0629,2019-12-31
ap-northeast-2b,m5.xlarge,Linux/UNIX,0.0629,2019-12-31
ap-northeast-2c,p3.2xlarge,Windows,1.6382,2019-12-31
ap-northeast-2a,p3.2xlarge,Windows,1.6382,2019-12-31
ap-northeast-2c,p3.2xlarge,Red Hat Enterprise Linux,1.4002,2019-12-31
ap-northeast-2a,p3.2xlarge,Red Hat Enterprise Linux,1.4002,2019-12-31
ap-northeast-2c,p3.2xlarge,SUSE Linux,1.3702,2019-12-31
ap-northeast-2a,p3.2xlarge,SUSE Linux,1.3702,2019-12-31
ap-northeast-2c,p3.2xlarge,Linux/UNIX,1.2702,2019-12-31
ap-northeast-2a,p3.2xlarge,Linux/UNIX,1.2702,2019-12-31
ap-northeast-2c,m4.xlarge,Red Hat Enterprise Linux,0.1199,2019-12-31
ap-northeast-2a,m4.xlarge,Red Hat Enterprise Linux,0.1199,2019-12-31
ap-northeast-2c,m4.xlarge,SUSE Linux,0.1599,2019-12-31
ap-northeast-2a,m4.xlarge,SUSE Linux,0.1599,2019-12-31
ap-northeast-2c,m4.xlarge,Linux/UNIX,0.0599,2019-12-31
ap-northeast-2a,m4.xlarge,Linux/UNIX,0.0599,2019-12-31
ap-northeast-2c,r5.metal,Windows,5.9982,2019-12-31
ap-northeast-2b,r5.metal,Windows,11.712,2019-12-31
ap-northeast-2a,r5.metal,Windows,5.9982,2019-12-31
ap-northeast-2c,r5.metal,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2b,r5.metal,Red Hat Enterprise Linux,7.426,2019-12-31
ap-northeast-2a,r5.metal,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2c,r5.metal,SUSE Linux,1.6822,2019-12-31
ap-northeast-2b,r5.metal,SUSE Linux,7.396,2019-12-31
ap-northeast-2a,r5.metal,SUSE Linux,1.6822,2019-12-31
ap-northeast-2c,r5.metal,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2b,r5.metal,Linux/UNIX,7.296,2019-12-31
ap-northeast-2a,r5.metal,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2a,r5.xlarge,Red Hat Enterprise Linux,0.1345,2019-12-31
ap-northeast-2a,r5.xlarge,SUSE Linux,0.1745,2019-12-31
ap-northeast-2a,r5.xlarge,Linux/UNIX,0.0745,2019-12-31
ap-northeast-2c,c5d.metal,Red Hat Enterprise Linux,5.41,2019-12-31
ap-northeast-2c,c5d.metal,SUSE Linux,5.38,2019-12-31
ap-northeast-2c,c5d.metal,Linux/UNIX,5.28,2019-12-31
ap-northeast-2a,t3.small,Windows,0.0346,2019-12-31
ap-northeast-2a,x1e.8xlarge,Red Hat Enterprise Linux,3.1383,2019-12-31
ap-northeast-2a,x1e.8xlarge,SUSE Linux,3.1083,2019-12-31
ap-northeast-2a,x1e.8xlarge,Linux/UNIX,3.0083,2019-12-31
ap-northeast-2a,r3.xlarge,Red Hat Enterprise Linux,0.1203,2019-12-31
ap-northeast-2a,r3.xlarge,SUSE Linux,0.1603,2019-12-31
ap-northeast-2a,r3.xlarge,Linux/UNIX,0.0603,2019-12-31
ap-northeast-2a,r5.4xlarge,Red Hat Enterprise Linux,0.454,2019-12-31
ap-northeast-2a,r5.4xlarge,SUSE Linux,0.424,2019-12-31
ap-northeast-2a,r5.4xlarge,Linux/UNIX,0.324,2019-12-31
ap-northeast-2a,g3.16xlarge,Windows,4.648,2019-12-31
ap-northeast-2c,r5ad.4xlarge,Windows,2,2019-12-31
ap-northeast-2c,t3.small,Windows,0.0334,2019-12-31
ap-northeast-2c,t2.large,Red Hat Enterprise Linux,0.1056,2019-12-31
ap-northeast-2c,t2.large,SUSE Linux,0.1456,2019-12-31
ap-northeast-2c,t2.large,Linux/UNIX,0.0456,2019-12-31
ap-northeast-2c,t2.medium,Windows,0.0353,2019-12-31
ap-northeast-2a,t2.medium,Windows,0.0353,2019-12-31
ap-northeast-2c,r5d.24xlarge,Windows,5.9982,2019-12-31
ap-northeast-2b,r5d.24xlarge,Windows,5.9982,2019-12-31
ap-northeast-2a,r5d.24xlarge,Windows,5.9982,2019-12-31
ap-northeast-2c,r5d.24xlarge,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2b,r5d.24xlarge,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2a,r5d.24xlarge,Red Hat Enterprise Linux,1.7122,2019-12-31
ap-northeast-2c,r5d.24xlarge,SUSE Linux,1.6822,2019-12-31
ap-northeast-2b,r5d.24xlarge,SUSE Linux,1.6822,2019-12-31
ap-northeast-2a,r5d.24xlarge,SUSE Linux,1.6822,2019-12-31
ap-northeast-2c,r5d.24xlarge,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2b,r5d.24xlarge,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2a,r5d.24xlarge,Linux/UNIX,1.5822,2019-12-31
ap-northeast-2c,i2.4xlarge,Red Hat Enterprise Linux,1.3306,2019-12-31
ap-northeast-2a,i2.4xlarge,Red Hat Enterprise Linux,1.3306,2019-12-31
ap-northeast-2c,i2.4xlarge,SUSE Linux,1.3006,2019-12-31
ap-northeast-2a,i2.4xlarge,SUSE Linux,1.3006,2019-12-31
ap-northeast-2c,i2.4xlarge,Linux/UNIX,1.2006,2019-12-31
ap-northeast-2a,i2.4xlarge,Linux/UNIX,1.2006,2019-12-31
ap-northeast-2c,m5ad.4xlarge,Windows,0.9877,2019-12-31
ap-northeast-2a,m5ad.4xlarge,Windows,0.9877,2019-12-31
ap-northeast-2c,d2.8xlarge,Windows,3.6816,2019-12-31
ap-northeast-2b,d2.8xlarge,Windows,8.408,2019-12-31
ap-northeast-2a,d2.8xlarge,Windows,3.6816,2019-12-31
ap-northeast-2c,d2.8xlarge,Red Hat Enterprise Linux,2.1556,2019-12-31
ap-northeast-2b,d2.8xlarge,Red Hat Enterprise Linux,6.882,2019-12-31
ap-northeast-2a,d2.8xlarge,Red Hat Enterprise Linux,2.1556,2019-12-31
ap-northeast-2c,d2.8xlarge,SUSE Linux,2.1256,2019-12-31
ap-northeast-2b,d2.8xlarge,SUSE Linux,6.852,2019-12-31
ap-northeast-2a,d2.8xlarge,SUSE Linux,2.1256,2019-12-31
ap-northeast-2c,d2.8xlarge,Linux/UNIX,2.0256,2019-12-31
ap-northeast-2b,d2.8xlarge,Linux/UNIX,6.752,2019-12-31
ap-northeast-2a,d2.8xlarge,Linux/UNIX,2.0256,2019-12-31
ap-northeast-2c,m5.24xlarge,Windows,5.9263,2019-12-31
ap-northeast-2b,m5.24xlarge,Windows,5.9263,2019-12-31
ap-northeast-2a,m5.24xlarge,Windows,5.9263,2019-12-31
ap-northeast-2c,m5.24xlarge,Red Hat Enterprise Linux,1.6403,2019-12-31
ap-northeast-2b,m5.24xlarge,Red Hat Enterprise Linux,1.6403,2019-12-31
ap-northeast-2a,m5.24xlarge,Red Hat Enterprise Linux,1.6403,2019-12-31
ap-northeast-2c,m5.24xlarge,SUSE Linux,1.6103,2019-12-31
ap-northeast-2b,m5.24xlarge,SUSE Linux,1.6103,2019-12-31
ap-northeast-2a,m5.24xlarge,SUSE Linux,1.6103,2019-12-31
ap-northeast-2c,m5.24xlarge,Linux/UNIX,1.5103,2019-12-31
ap-northeast-2b,m5.24xlarge,Linux/UNIX,1.5103,2019-12-31
ap-northeast-2a,m5.24xlarge,Linux/UNIX,1.5103,2019-12-31
ap-northeast-2c,i2.8xlarge,Red Hat Enterprise Linux,2.5312,2019-12-31
ap-northeast-2a,i2.8xlarge,Red Hat Enterprise Linux,2.5312,2019-12-31
ap-northeast-2c,i2.8xlarge,SUSE Linux,2.5012,2019-12-31
ap-northeast-2a,i2.8xlarge,SUSE Linux,2.5012,2019-12-31
ap-northeast-2c,i2.8xlarge,Linux/UNIX,2.4012,2019-12-31
ap-northeast-2a,i2.8xlarge,Linux/UNIX,2.4012,2019-12-31
ap-northeast-2c,i2.8xlarge,Windows,3.8732,2019-12-31
ap-northeast-2a,i2.8xlarge,Windows,3.8732,2019-12-31
ap-northeast-2c,t2.medium,Red Hat Enterprise Linux,0.0773,2019-12-31
ap-northeast-2a,t2.medium,Red Hat Enterprise Linux,0.0773,2019-12-31
ap-northeast-2c,t2.medium,SUSE Linux,0.1173,2019-12-31
ap-northeast-2a,t2.medium,SUSE Linux,0.1173,2019-12-31
ap-northeast-2c,t2.medium,Linux/UNIX,0.0173,2019-12-31
ap-northeast-2a,t2.medium,Linux/UNIX,0.0173,2019-12-31
ap-northeast-2b,t3.large,Red Hat Enterprise Linux,0.122,2019-12-31
ap-northeast-2b,t3.large,SUSE Linux,0.162,2019-12-31
ap-northeast-2b,t3.large,Linux/UNIX,0.062,2019-12-31
ap-northeast-2c,i2.4xlarge,Windows,1.9366,2019-12-31
ap-northeast-2a,i2.4xlarge,Windows,1.9366,2019-12-31
ap-northeast-2c,r5d.2xlarge,Red Hat Enterprise Linux,0.2619,2019-12-31
ap-northeast-2b,r5d.2xlarge,Red Hat Enterprise Linux,0.2619,2019-12-31
ap-northeast-2a,r5d.2xlarge,Red Hat Enterprise Linux,0.2619,2019-12-31
ap-northeast-2c,r5d.2xlarge,SUSE Linux,0.2319,2019-12-31
ap-northeast-2b,r5d.2xlarge,SUSE Linux,0.2319,2019-12-31
ap-northeast-2a,r5d.2xlarge,SUSE Linux,0.2319,2019-12-31
ap-northeast-2c,r5d.2xlarge,Linux/UNIX,0.1319,2019-12-31
ap-northeast-2b,r5d.2xlarge,Linux/UNIX,0.1319,2019-12-31
ap-northeast-2a,r5d.2xlarge,Linux/UNIX,0.1319,2019-12-31
ap-northeast-2c,m5ad.4xlarge,Red Hat Enterprise Linux,0.3817,2019-12-31
ap-northeast-2a,m5ad.4xlarge,Red Hat Enterprise Linux,0.3817,2019-12-31
ap-northeast-2c,m5ad.4xlarge,SUSE Linux,0.3517,2019-12-31
ap-northeast-2a,m5ad.4xlarge,SUSE Linux,0.3517,2019-12-31
ap-northeast-2c,m5ad.4xlarge,Linux/UNIX,0.2517,2019-12-31
ap-northeast-2a,m5ad.4xlarge,Linux/UNIX,0.2517,2019-12-31
ap-northeast-2b,t3.micro,Windows,0.0168,2019-12-31
ap-northeast-2b,r5d.metal,Red Hat Enterprise Linux,2.1018,2019-12-31
ap-northeast-2b,r5d.metal,SUSE Linux,2.0718,2019-12-31
ap-northeast-2b,r5d.metal,Linux/UNIX,1.9718,2019-12-31
ap-northeast-2b,t3.micro,Red Hat Enterprise Linux,0.0678,2019-12-31
ap-northeast-2b,t3.micro,SUSE Linux,0.1078,2019-12-31
ap-northeast-2b,t3.micro,Linux/UNIX,0.0078,2019-12-31
ap-northeast-2a,m5.xlarge,Red Hat Enterprise Linux,0.126,2019-12-31
ap-northeast-2a,m5.xlarge,SUSE Linux,0.166,2019-12-31
ap-northeast-2a,m5.xlarge,Linux/UNIX,0.066,2019-12-31
ap-northeast-2a,m5.4xlarge,Red Hat Enterprise Linux,0.4146,2019-12-31
ap-northeast-2a,m5.4xlarge,SUSE Linux,0.3846,2019-12-31
ap-northeast-2a,m5.4xlarge,Linux/UNIX,0.2846,2019-12-31
ap-northeast-2c,t3.micro,Windows,0.0171,2019-12-31
ap-northeast-2a,t3.nano,Red Hat Enterprise Linux,0.0639,2019-12-31
ap-northeast-2a,t3.nano,SUSE Linux,0.1039,2019-12-31
ap-northeast-2a,t3.nano,Linux/UNIX,0.0039,2019-12-31
ap-northeast-2b,t3.small,Red Hat Enterprise Linux,0.0757,2019-12-31
ap-northeast-2b,t3.small,SUSE Linux,0.1157,2019-12-31
ap-northeast-2b,t3.small,Linux/UNIX,0.0157,2019-12-31
ap-northeast-2a,c5.4xlarge,Red Hat Enterprise Linux,0.4305,2019-12-31
ap-northeast-2a,c5.4xlarge,SUSE Linux,0.4005,2019-12-31
ap-northeast-2a,c5.4xlarge,Linux/UNIX,0.3005,2019-12-31
ap-northeast-2b,t3.2xlarge,Windows,0.4015,2019-12-31
ap-northeast-2a,t3.xlarge,Red Hat Enterprise Linux,0.1806,2019-12-31
ap-northeast-2a,t3.xlarge,SUSE Linux,0.2206,2019-12-31
ap-northeast-2a,t3.xlarge,Linux/UNIX,0.1206,2019-12-31
ap-northeast-2a,r4.4xlarge,Red Hat Enterprise Linux,0.3837,2019-12-31
ap-northeast-2a,r4.4xlarge,SUSE Linux,0.3537,2019-12-31
ap-northeast-2a,r4.4xlarge,Linux/UNIX,0.2537,2019-12-31
ap-northeast-2a,t3.large,Red Hat Enterprise Linux,0.1252,2019-12-31
ap-northeast-2a,t3.large,SUSE Linux,0.1652,2019-12-31
ap-northeast-2a,t3.large,Linux/UNIX,0.0652,2019-12-31
ap-northeast-2c,t3.large,Windows,0.0877,2019-12-31
ap-northeast-2c,c5n.9xlarge,Windows,2.1954,2019-12-31
ap-northeast-2b,c5n.9xlarge,Windows,2.1954,2019-12-31
ap-northeast-2a,c5n.9xlarge,Windows,2.1954,2019-12-31
ap-northeast-2c,c5n.9xlarge,Red Hat Enterprise Linux,0.6694,2019-12-31
ap-northeast-2b,c5n.9xlarge,Red Hat Enterprise Linux,0.6694,2019-12-31
ap-northeast-2a,c5n.9xlarge,Red Hat Enterprise Linux,0.6694,2019-12-31
ap-northeast-2c,c5n.9xlarge,SUSE Linux,0.6394,2019-12-31
ap-northeast-2b,c5n.9xlarge,SUSE Linux,0.6394,2019-12-31
ap-northeast-2a,c5n.9xlarge,SUSE Linux,0.6394,2019-12-31
ap-northeast-2c,c5n.9xlarge,Linux/UNIX,0.5394,2019-12-31
ap-northeast-2b,c5n.9xlarge,Linux/UNIX,0.5394,2019-12-31
ap-northeast-2a,c5n.9xlarge,Linux/UNIX,0.5394,2019-12-31
ap-northeast-2c,z1d.6xlarge,Red Hat Enterprise Linux,0.94,2019-12-31
ap-northeast-2a,z1d.6xlarge,Red Hat Enterprise Linux,0.94,2019-12-31
ap-northeast-2c,z1d.6xlarge,SUSE Linux,0.91,2019-12-31
ap-northeast-2a,z1d.6xlarge,SUSE Linux,0.91,2019-12-31
ap-northeast-2c,z1d.6xlarge,Linux/UNIX,0.81,2019-12-31
ap-northeast-2a,z1d.6xlarge,Linux/UNIX,0.81,2019-12-31
ap-northeast-2c,r5ad.xlarge,Red Hat Enterprise Linux,0.1259,2019-12-31
ap-northeast-2a,r5ad.xlarge,Red Hat Enterprise Linux,0.1259,2019-12-31
ap-northeast-2c,r5ad.xlarge,SUSE Linux,0.1659,2019-12-31
ap-northeast-2a,r5ad.xlarge,SUSE Linux,0.1659,2019-12-31
ap-northeast-2c,r5ad.xlarge,Linux/UNIX,0.0659,2019-12-31
ap-northeast-2a,r5ad.xlarge,Linux/UNIX,0.0659,2019-12-31
ap-northeast-2c,r5ad.xlarge,Windows,0.2499,2019-12-31
ap-northeast-2a,r5ad.xlarge,Windows,0.2499,2019-12-31
ap-northeast-2c,x1e.16xlarge,Red Hat Enterprise Linux,5.9332,2019-12-31
