AvailabilityZone,InstanceType,ProductDescription,SpotPrice,Timestamp
us-east-1b,c5a.12xlarge,Windows,2.9853,2021-04-15
us-east-1b,c5ad.12xlarge,Windows,2.9853,2021-04-15
us-east-1c,c5.12xlarge,Windows,2.9853,2021-04-15
us-east-1c,c5a.12xlarge,Windows,2.9853,2021-04-15
us-east-1c,c5ad.12xlarge,Windows,2.9853,2021-04-15
us-east-1c,c5d.12xlarge,Windows,2.9853,2021-04-15
us-east-1d,c5.12xlarge,Windows,2.9853,2021-04-15
us-east-1d,c5a.12xlarge,Windows,2.9853,2021-04-15
us-east-1d,c5ad.12xlarge,Windows,2.9853,2021-04-15
us-east-1d,c5d.12xlarge,Windows,2.9853,2021-04-15
us-east-1f,c5.12xlarge,Windows,2.9853,2021-04-15
us-east-1f,c5a.12xlarge,Windows,2.9853,2021-04-15
us-east-1f,c5ad.12xlarge,Windows,2.9853,2021-04-15
ap-southeast-2a,inf1.24xlarge,Red Hat Enterprise Linux,2.9857,2021-04-15
ap-southeast-2b,inf1.24xlarge,Red Hat Enterprise Linux,2.9857,2021-04-15
ap-southeast-2c,inf1.24xlarge,Red Hat Enterprise Linux,2.9857,2021-04-15
eu-central-1a,inf1.24xlarge,Red Hat Enterprise Linux,2.9857,2021-04-15
eu-central-1c,inf1.24xlarge,Red Hat Enterprise Linux,2.9857,2021-04-15
ap-southeast-1a,m5.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5a.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5ad.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5d.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5dn.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5n.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5zn.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1a,m5zn.metal,Windows,2.9928,2021-04-15
ap-southeast-1b,m5.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5a.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5ad.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5d.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5dn.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5n.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5zn.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1b,m5zn.metal,Windows,2.9928,2021-04-15
ap-southeast-1c,m5.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1c,m5a.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1c,m5ad.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1c,m5d.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1c,m5dn.12xlarge,Windows,2.9928,2021-04-15
ap-southeast-1c,m5n.12xlarge,Windows,2.9928,2021-04-15
eu-west-2b,i3.8xlarge,SUSE Linux,2.996,2021-04-15
ap-northeast-2a,r5.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2a,r5a.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2a,r5ad.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2a,r5d.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2b,r5.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2b,r5d.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2c,r5.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2c,r5a.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2c,r5ad.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2c,r5d.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2d,r5.12xlarge,Windows,2.9991,2021-04-15
ap-northeast-2d,r5d.12xlarge,Windows,2.9991,2021-04-15
eu-west-2a,m5.12xlarge,Windows,2.9998,2021-04-15
eu-west-2a,m5a.12xlarge,Windows,2.9998,2021-04-15
eu-west-2a,m5ad.12xlarge,Windows,2.9998,2021-04-15
eu-west-2a,m5d.12xlarge,Windows,2.9998,2021-04-15
eu-west-2b,m5.12xlarge,Windows,2.9998,2021-04-15
eu-west-2b,m5a.12xlarge,Windows,2.9998,2021-04-15
eu-west-2b,m5ad.12xlarge,Windows,2.9998,2021-04-15
eu-west-2b,m5d.12xlarge,Windows,2.9998,2021-04-15
eu-west-2c,m5.12xlarge,Windows,2.9998,2021-04-15
eu-west-2c,m5a.12xlarge,Windows,2.9998,2021-04-15
eu-west-2c,m5ad.12xlarge,Windows,2.9998,2021-04-15
eu-west-2c,m5d.12xlarge,Windows,2.9998,2021-04-15
sa-east-1a,x1e.32xlarge,Windows,21.4937,2021-04-15
sa-east-1c,x1e.32xlarge,Windows,21.4937,2021-04-15
sa-east-1a,i3en.metal,Windows,21.696,2021-04-15
sa-east-1b,i3en.metal,Windows,21.696,2021-04-15
sa-east-1c,i3en.metal,Windows,21.696,2021-04-15
eu-west-1a,p3dn.24xlarge,Linux/UNIX,22.559,2021-04-15
eu-west-1a,p3dn.24xlarge,Red Hat Enterprise Linux,22.689,2021-04-15
eu-west-1a,p3dn.24xlarge,SUSE Linux,22.709,2021-04-15
ap-southeast-2a,p2.16xlarge,Linux/UNIX,24.672,2021-04-15
ap-southeast-2a,p2.16xlarge,SUSE Linux,24.772,2021-04-15
ap-southeast-2a,p2.16xlarge,Red Hat Enterprise Linux,24.802,2021-04-15
ap-northeast-3a,x1e.32xlarge,Windows,25.7377,2021-04-15
eu-west-1a,p3dn.24xlarge,Windows,27.0213,2021-04-15
ap-south-1a,x1e.32xlarge,Linux/UNIX,27.52,2021-04-15
ap-southeast-2a,p2.16xlarge,Windows,27.616,2021-04-15
ap-south-1a,x1e.32xlarge,SUSE Linux,27.62,2021-04-15
ap-south-1a,x1e.32xlarge,Red Hat Enterprise Linux,27.65,2021-04-15
ap-northeast-1a,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-northeast-1c,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-northeast-1d,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-northeast-2a,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-northeast-2c,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-northeast-3a,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-southeast-1a,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-southeast-1b,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-southeast-1c,x1.16xlarge,SUSE Linux,3.0013,2021-04-15
ap-southeast-2a,x1.16xlarge,SUSE Linux,3.0013,2021-04-14
ap-southeast-2c,x1.16xlarge,SUSE Linux,3.0013,2021-04-14
ap-northeast-1a,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-northeast-1c,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-northeast-2a,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-northeast-2c,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-northeast-3a,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-southeast-1a,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-southeast-1b,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-southeast-2a,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
ap-southeast-2c,x1e.8xlarge,SUSE Linux,3.0016,2021-04-15
eu-central-1a,c5.12xlarge,Windows,3.0037,2021-04-15
eu-central-1a,c5a.12xlarge,Windows,3.0037,2021-04-15
eu-central-1a,c5ad.12xlarge,Windows,3.0037,2021-04-15
eu-central-1a,c5d.12xlarge,Windows,3.0037,2021-04-15
eu-central-1b,c5.12xlarge,Windows,3.0037,2021-04-15
eu-central-1b,c5a.12xlarge,Windows,3.0037,2021-04-15
eu-central-1b,c5ad.12xlarge,Windows,3.0037,2021-04-15
eu-central-1b,c5d.12xlarge,Windows,3.0037,2021-04-15
eu-central-1c,c5.12xlarge,Windows,3.0037,2021-04-15
eu-central-1c,c5a.12xlarge,Windows,3.0037,2021-04-15
eu-central-1c,c5ad.12xlarge,Windows,3.0037,2021-04-15
eu-central-1c,c5d.12xlarge,Windows,3.0037,2021-04-15
ap-southeast-2a,inf1.24xlarge,SUSE Linux,3.0057,2021-04-15
ap-southeast-2b,inf1.24xlarge,SUSE Linux,3.0057,2021-04-15
ap-southeast-2c,inf1.24xlarge,SUSE Linux,3.0057,2021-04-15
eu-central-1a,inf1.24xlarge,SUSE Linux,3.0057,2021-04-15
eu-central-1c,inf1.24xlarge,SUSE Linux,3.0057,2021-04-15
ap-northeast-1a,c5.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1a,c5a.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1a,c5d.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1c,c5.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1c,c5a.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1c,c5d.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1d,c5.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-1d,c5d.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-3a,c5.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-3b,c5.12xlarge,Windows,3.0064,2021-04-15
ap-northeast-3c,c5.12xlarge,Windows,3.0064,2021-04-15
eu-west-3a,r5.12xlarge,Windows,3.0079,2021-04-15
eu-west-3a,r5a.12xlarge,Windows,3.0079,2021-04-15
eu-west-3a,r5ad.12xlarge,Windows,3.0079,2021-04-15
eu-west-3a,r5d.12xlarge,Windows,3.0079,2021-04-15
eu-west-3b,r5.12xlarge,Windows,3.0079,2021-04-15
eu-west-3b,r5a.12xlarge,Windows,3.0079,2021-04-15
eu-west-3b,r5ad.12xlarge,Windows,3.0079,2021-04-15
eu-west-3b,r5d.12xlarge,Windows,3.0079,2021-04-15
eu-west-3c,r5.12xlarge,Windows,3.0079,2021-04-15
eu-west-3c,r5a.12xlarge,Windows,3.0079,2021-04-15
eu-west-3c,r5ad.12xlarge,Windows,3.0079,2021-04-15
eu-west-3c,r5d.12xlarge,Windows,3.0079,2021-04-15
us-east-1a,i2.8xlarge,Windows,3.008,2021-04-15
us-east-1b,i2.8xlarge,Windows,3.008,2021-04-15
us-east-1c,i2.8xlarge,Windows,3.008,2021-04-15
us-east-1d,i2.8xlarge,Windows,3.008,2021-04-15
us-east-1e,i2.8xlarge,Windows,3.008,2021-04-15
us-east-2a,i2.8xlarge,Windows,3.008,2021-04-15
us-east-2b,i2.8xlarge,Windows,3.008,2021-04-15
us-east-2c,i2.8xlarge,Windows,3.008,2021-04-15
us-west-2a,i2.8xlarge,Windows,3.008,2021-04-15
us-west-2b,i2.8xlarge,Windows,3.008,2021-04-15
us-west-2c,i2.8xlarge,Windows,3.008,2021-04-15
ap-southeast-1b,c6gd.metal,Red Hat Enterprise Linux,3.01,2021-04-15
eu-west-1a,d3en.8xlarge,Windows,3.0113,2021-04-15
eu-west-1b,d3en.8xlarge,Windows,3.0113,2021-04-15
ap-northeast-2a,g4dn.metal,Red Hat Enterprise Linux,3.0172,2021-04-15
ap-northeast-2c,g4dn.metal,Red Hat Enterprise Linux,3.0172,2021-04-15
us-west-2a,m5.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5a.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5ad.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5d.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5dn.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5n.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5zn.12xlarge,Windows,3.0193,2021-04-15
us-west-2a,m5zn.metal,Windows,3.0193,2021-04-15
us-west-2b,m5.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5a.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5ad.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5d.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5dn.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5n.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5zn.12xlarge,Windows,3.0193,2021-04-15
us-west-2b,m5zn.metal,Windows,3.0193,2021-04-15
us-west-2c,m5.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5a.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5ad.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5d.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5dn.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5n.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5zn.12xlarge,Windows,3.0193,2021-04-15
us-west-2c,m5zn.metal,Windows,3.0193,2021-04-15
us-west-2d,m5.12xlarge,Windows,3.0193,2021-04-15
us-west-2d,m5a.12xlarge,Windows,3.0193,2021-04-15
us-west-2d,m5ad.12xlarge,Windows,3.0193,2021-04-15
us-west-2d,m5d.12xlarge,Windows,3.0193,2021-04-15
us-west-1a,r5.12xlarge,Windows,3.0204,2021-04-15
us-west-1a,r5a.12xlarge,Windows,3.0204,2021-04-15
us-west-1a,r5ad.12xlarge,Windows,3.0204,2021-04-15
us-west-1a,r5d.12xlarge,Windows,3.0204,2021-04-15
us-west-1c,r5.12xlarge,Windows,3.0204,2021-04-15
us-west-1c,r5a.12xlarge,Windows,3.0204,2021-04-15
us-west-1c,r5ad.12xlarge,Windows,3.0204,2021-04-15
us-east-1a,m5.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5a.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5ad.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5d.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5dn.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5n.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5zn.12xlarge,Windows,3.0242,2021-04-15
us-east-1a,m5zn.metal,Windows,3.0242,2021-04-15
us-east-1b,m5.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5a.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5ad.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5d.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5dn.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5n.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5zn.12xlarge,Windows,3.0242,2021-04-15
us-east-1b,m5zn.metal,Windows,3.0242,2021-04-15
us-east-1c,m5.12xlarge,Windows,3.0242,2021-04-15
us-east-1c,m5a.12xlarge,Windows,3.0242,2021-04-15
us-east-1c,m5ad.12xlarge,Windows,3.0242,2021-04-15
us-east-1c,m5d.12xlarge,Windows,3.0242,2021-04-15
us-east-1c,m5dn.12xlarge,Windows,3.0242,2021-04-15
us-east-1c,m5n.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5a.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5ad.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5d.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5dn.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5n.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5zn.12xlarge,Windows,3.0242,2021-04-15
us-east-1d,m5zn.metal,Windows,3.0242,2021-04-15
us-east-1f,m5.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5a.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5ad.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5d.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5dn.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5n.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5zn.12xlarge,Windows,3.0242,2021-04-15
us-east-1f,m5zn.metal,Windows,3.0242,2021-04-15
eu-west-2b,i3.8xlarge,Red Hat Enterprise Linux,3.026,2021-04-15
ap-southeast-1b,c6gd.metal,SUSE Linux,3.03,2021-04-15
ap-southeast-1a,r5.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5a.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5ad.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5b.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5d.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5dn.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1a,r5n.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5a.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5ad.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5b.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5d.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5dn.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1b,r5n.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5a.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5ad.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5b.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5d.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5dn.12xlarge,Windows,3.0302,2021-04-15
ap-southeast-1c,r5n.12xlarge,Windows,3.0302,2021-04-15
sa-east-1a,m5.24xlarge,SUSE Linux,3.0308,2021-04-15
ap-northeast-1a,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-northeast-1c,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-northeast-1d,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-northeast-2a,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-northeast-2c,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-northeast-3a,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-southeast-1a,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-southeast-1b,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-southeast-1c,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-15
ap-southeast-2a,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-14
ap-southeast-2c,x1.16xlarge,Red Hat Enterprise Linux,3.0313,2021-04-14
ap-northeast-1a,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-northeast-1c,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-northeast-2a,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-northeast-2c,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-northeast-3a,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-southeast-1a,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-southeast-1b,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-southeast-2a,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
ap-southeast-2c,x1e.8xlarge,Red Hat Enterprise Linux,3.0316,2021-04-15
eu-west-1a,c5.12xlarge,Windows,3.0325,2021-04-15
eu-west-1a,c5a.12xlarge,Windows,3.0325,2021-04-15
eu-west-1a,c5ad.12xlarge,Windows,3.0325,2021-04-15
eu-west-1a,c5d.12xlarge,Windows,3.0325,2021-04-15
eu-west-1b,c5.12xlarge,Windows,3.0325,2021-04-15
eu-west-1b,c5a.12xlarge,Windows,3.0325,2021-04-15
eu-west-1b,c5ad.12xlarge,Windows,3.0325,2021-04-15
eu-west-1b,c5d.12xlarge,Windows,3.0325,2021-04-15
eu-west-1c,c5.12xlarge,Windows,3.0325,2021-04-15
eu-west-1c,c5a.12xlarge,Windows,3.0325,2021-04-15
eu-west-1c,c5d.12xlarge,Windows,3.0325,2021-04-15
ap-southeast-2a,c5.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2a,c5a.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2a,c5ad.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2a,c5d.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2b,c5.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2b,c5a.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2b,c5d.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2c,c5.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2c,c5a.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2c,c5ad.12xlarge,Windows,3.0349,2021-04-15
ap-southeast-2c,c5d.12xlarge,Windows,3.0349,2021-04-15
ap-northeast-2a,g4dn.metal,SUSE Linux,3.0372,2021-04-15
ap-northeast-2c,g4dn.metal,SUSE Linux,3.0372,2021-04-15
eu-west-2a,r5.12xlarge,Windows,3.0375,2021-04-15
eu-west-2a,r5a.12xlarge,Windows,3.0375,2021-04-15
eu-west-2a,r5ad.12xlarge,Windows,3.0375,2021-04-15
eu-west-2a,r5d.12xlarge,Windows,3.0375,2021-04-15
eu-west-2b,r5.12xlarge,Windows,3.0375,2021-04-15
eu-west-2b,r5a.12xlarge,Windows,3.0375,2021-04-15
eu-west-2b,r5ad.12xlarge,Windows,3.0375,2021-04-15
eu-west-2b,r5d.12xlarge,Windows,3.0375,2021-04-15
eu-west-2c,r5.12xlarge,Windows,3.0375,2021-04-15
eu-west-2c,r5a.12xlarge,Windows,3.0375,2021-04-15
eu-west-2c,r5ad.12xlarge,Windows,3.0375,2021-04-15
eu-west-2c,r5d.12xlarge,Windows,3.0375,2021-04-15
eu-central-1a,m5.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5a.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5ad.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5d.12xlarge,Windows,3.0435,2021-04-14
eu-central-1a,m5dn.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5n.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5zn.12xlarge,Windows,3.0435,2021-04-15
eu-central-1a,m5zn.metal,Windows,3.0435,2021-04-15
eu-central-1b,m5.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5a.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5ad.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5d.12xlarge,Windows,3.0435,2021-04-14
eu-central-1b,m5dn.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5n.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5zn.12xlarge,Windows,3.0435,2021-04-15
eu-central-1b,m5zn.metal,Windows,3.0435,2021-04-15
eu-central-1c,m5.12xlarge,Windows,3.0435,2021-04-15
eu-central-1c,m5a.12xlarge,Windows,3.0435,2021-04-15
eu-central-1c,m5d.12xlarge,Windows,3.0435,2021-04-14
eu-central-1c,m5dn.12xlarge,Windows,3.0435,2021-04-15
eu-central-1c,m5n.12xlarge,Windows,3.0435,2021-04-15
ap-northeast-1a,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5a.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5ad.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5d.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5dn.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5n.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5zn.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1a,m5zn.metal,Windows,3.0463,2021-04-15
ap-northeast-1c,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5a.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5ad.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5d.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5dn.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5n.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5zn.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1c,m5zn.metal,Windows,3.0463,2021-04-15
ap-northeast-1d,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1d,m5a.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1d,m5ad.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1d,m5d.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1d,m5dn.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-1d,m5n.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3a,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3a,m5d.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3b,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3b,m5d.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3c,m5.12xlarge,Windows,3.0463,2021-04-15
ap-northeast-3c,m5d.12xlarge,Windows,3.0463,2021-04-15
eu-central-1a,d3.8xlarge,Windows,3.0513,2021-04-15
eu-central-1b,d3.8xlarge,Windows,3.0513,2021-04-15
eu-central-1c,d3.8xlarge,Windows,3.0513,2021-04-15
ap-southeast-2b,g4dn.metal,Linux/UNIX,3.0522,2021-04-15
us-west-2a,r5.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5a.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5ad.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5b.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5d.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5dn.12xlarge,Windows,3.0579,2021-04-15
us-west-2a,r5n.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5a.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5ad.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5b.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5d.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5dn.12xlarge,Windows,3.0579,2021-04-15
us-west-2b,r5n.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5a.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5ad.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5b.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5d.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5dn.12xlarge,Windows,3.0579,2021-04-15
us-west-2c,r5n.12xlarge,Windows,3.0579,2021-04-15
us-west-2d,r5.12xlarge,Windows,3.0579,2021-04-15
us-west-2d,r5a.12xlarge,Windows,3.0579,2021-04-15
us-west-2d,r5ad.12xlarge,Windows,3.0579,2021-04-15
us-west-2d,r5d.12xlarge,Windows,3.0579,2021-04-15
sa-east-1a,m5.24xlarge,Red Hat Enterprise Linux,3.0608,2021-04-15
us-east-1a,r5.12xlarge,Windows,3.063,2021-04-15
us-east-1a,r5a.12xlarge,Windows,3.063,2021-04-15
us-east-1a,r5ad.12xlarge,Windows,3.063,2021-04-15
